post_number,post_id,created_at,topic_id,reply_count,reads,readers_count,incoming_link_count,quote_count,like_count,score,reply_to_post_id,source_username,target_username,text
47,80423,2020-07-13T20:37:30.534Z,13988,1,9,8,1,3,0,11.8,79718,anon3650186192,anon2635169776,"Sorry for very late reply, but:

[quote=""anon2635169776, post:3, topic:13988""]
Hello there, I cannot code for some reason.
[/quote]

[quote=""anon3069268448, post:6, topic:13988""]
Same here. I don’t see any of my previous codes
[/quote]

I believe these were all issues we had briefly while upgrading the Discourse software. At least for me, seeing highlighted annotations from previous coding works alright. Let me know if you still experience these issues, of course.

[quote=""anon1297315084, post:4, topic:13988""]
I’m also not able to use the merge function right now – when I try to click on the drop down to select a code to merge, it won’t open up.
[/quote]

It works, but the user interface changed recently to make it more comfortable. Now, the dropdown is rather an auto-complete box. First you need to enter the start of a code name to merge with, then you'll see matching codes in the dropdown. (I [created an issue](https://github.com/edgeryders/annotator_store-gem/issues/155) to make this more obvious. Please drop good ideas for how to make it obvious there, if and when they occur :) ).

&nbsp;

If you need technical assistance in urgent matters until end of August, do not hesitate to contact me repeatedly. I'm just completely overworked until end of August, so the only way for me to know what is really important is if I get told it twice :D"
48,80436,2020-07-14T09:56:28.047Z,13988,0,7,6,1,1,0,36.4,80423,anon1297315084,anon3650186192,"[quote=""anon3650186192, post:47, topic:13988""]
f you need technical assistance in urgent matters until end of August, do not hesitate to contact me repeatedly. I’m just completely overworked until end of August, so the only way for me to know what is really important is if I get told it twice :smiley:
[/quote]

Thanks @anon3650186192. In the interests of making things easier to find (and since everyone is not fully comfortable using the github) I'm going to create a separate location on ER for OE issues/wishlist and ask everyone to a) note any technical difficulties they are having on that thread and b) mark those as resolved if they go away before you get to it. also c) list any ongoing requests they have. We have a similar thing going on BBU right now and it works well -- helps things not get lost. Then those of us comfortable with adding to github can move things straight over from there.

https://edgeryders.eu/t/open-ethnographer-wishlist-and-issue-log/14088?u=anon1297315084"
49,80444,2020-07-14T10:56:25.937Z,13988,0,7,6,1,1,0,51.4,79755,anon1297315084,anon3069268448,"[quote=""anon3069268448, post:27, topic:13988""]
ne last thing. When I put my codes in the backend they sometimes merge automatically with already pre-existing codes by other annotators, sometimes they don’t (for example my homophobia, or country_comparison are now under Amelia’s, while my code church stays separate). It’s not a problem now, but may somehow make adding tranlsations more difficult. Will see. Just saying :slight_smile:
[/quote]

That's strange. Can you add it to the Issue Log? 

https://edgeryders.eu/t/open-ethnographer-wishlist-and-issue-log/14088

Also, I've now configured everyone's user profiles to set their default languages to Polish (@anon3069268448 and @anon2635169776) or Czech (@anon848306435 and @anon2688049416) and you should all now see each others' codes as suggestions when you are coding, as you will now be offered POPREBEL codes as suggestions rather than just your own (you too, @anon1544472328)."
50,80483,2020-07-14T17:02:43.071Z,13988,0,7,6,1,0,0,6.4,80213,anon1544472328,anon1297315084,"I can join you for the first 30 minutes, then I have another meeting."
51,80578,2020-07-15T16:06:29.905Z,13988,1,7,6,1,1,0,26.4,80213,anon1297315084,anon1297315084,"Hi everyone! I've gone through your codebooks and made some comments. The codes look great as a first big push and I see many, many overlaps -- we will be able to merge many of them. 

Currently both Czech and Polish codebooks still need updated hierarchy/category tabs. This is important because it will help us have a productive conversation around merging and creating hierarchies -- otherwise it'll be very difficult to do comparison/merging work and backend hierarchy creation in the call. 

You can use my hierarchies/categories tab for inspiration (if we have similar categories, it'll be easier to compare) but feel free of course to create your own as you please and comment on mine if they need changing. 

[quote=""anon1297315084, post:36, topic:13988""]
Please finish coding and arranging your codes into categories by the end of next week (so, **Friday the 11th** ).
[/quote]


Please have these categories ready by the time we talk, ideally sooner (the deadline was the 11th, if you see above)! If this is not going to happen for you, say so now so we can push back the call. I'm committed to only talking as a group when we are ready to do some proper merging and hierarchy organisation work, otherwise we will do a subpar job. 

@anon2688049416 @anon848306435 @anon3069268448 @anon2635169776"
52,80585,2020-07-15T16:23:40.535Z,13988,1,7,6,1,0,0,11.4,80578,anon2688049416,anon1297315084,"aha, missed out on that part, will do until Friday (the low hanging fruits package:)"
53,80788,2020-07-20T16:25:53.326Z,13988,1,6,5,1,0,0,41.2,80585,anon1297315084,anon2688049416,"OK, it's Doodle time as ad hoc scheduling isn't quite working :) 

Please fill out this Doodle and we'll schedule a meeting for either the end of this week or next week based upon it: https://doodle.com/poll/axp35wnszi8zg6nn

We have a lot to talk about, so I'm blocking out 1.5 hours. 

@anon2688049416 @anon848306435 @anon2635169776 @anon3069268448 @anon1544472328 please fill it out as soon as you can."
54,80826,2020-07-21T12:26:40.853Z,13988,2,5,4,1,0,0,16.0,80788,anon1297315084,anon1297315084,@anon848306435 just waiting on you!
55,80932,2020-07-22T15:00:25.635Z,13988,1,5,4,1,0,0,11.0,80826,anon2635169776,anon1297315084,"Dear All, let's decide. Here is the Doodle result. I am flexible and for now will put 9:00 - 10:30, Monday, Tuesday, and Wednesday in my calendar. You decide. Minor preference for Tuesday.
![image|579x417](upload://4gnkP7FspNvDv8xrII7dhZ4QUWX.png)"
56,80933,2020-07-22T15:29:25.206Z,13988,1,5,4,1,0,0,26.0,80932,anon1297315084,anon2635169776,"Tuesday 9-10:30 EST, 14-15:30 UK, 15 -16:30 CEST. Please set in stone in your calendars."
57,80934,2020-07-22T15:37:50.618Z,13988,0,5,4,1,0,0,6.0,80933,anon2635169776,anon1297315084,DONE. Thanks @anon1297315084 :smiley:
58,80935,2020-07-22T15:50:24.000Z,13988,1,6,5,1,0,0,11.2,80826,anon848306435,anon1297315084,"Hi,

sorry, I am not working Mondays and Tuesdays for FSV UK / on the POPREBEL project. Therefore, Tuesday is not the best day for me, but I can manage next week, I am more flexible during the Summer.

However, the kindergarten closes at 17:00 our time, therefore I would have to leave the meeting 16:30 sharp.

Zdenek"
59,80941,2020-07-23T08:55:09.314Z,13988,2,3,2,1,0,0,15.6,80935,anon1297315084,anon848306435,"Hi all, is Wednesday OK for everyone instead (see @anon848306435's comment above)? @anon2635169776 @anon3069268448 @anon2688049416 (@anon1544472328 I know you said Wednesday is a bit hectic..)"
60,80943,2020-07-23T09:35:06.706Z,13988,0,3,2,1,0,0,5.6,80941,anon2688049416,anon1297315084,Fine with me
61,80951,2020-07-23T13:59:45.143Z,13988,0,2,1,1,0,0,5.4,80941,anon1544472328,anon1297315084,See you next Wednesday at 14.00. :-)
1,80318,2020-07-13T09:35:29.424Z,14072,0,11,10,86,0,0,447.2,80318,anon579509294,anon579509294,"<image here> 



Hello all,
We are all affected by the dramatic changes in our working lives.
At Edgeryders, in 2020 we have been hosting virtual events where we discussed loss of work during the corona crisis and we encouraged sharing of personal stories to better make sense of what is happening. Several community members from all over Europe and beyond are participating, and getting the tools to better cope with the changes. 

This is an invitation to you all - in Poland, the Czech Republic, Serbia, and other countries to join for this next event about what is happening with with remote work and solutions from co-working spaces.

You will hear from several founders of co-working spaces and people who use shared offices:
* what are the main issues concerning office space 
* how the spaces are reconfiguring to serve new members and what technologies are being used
* how co-working spaces are forming networks have a common voice 

The event will happen in English, but you are welcome to ask questions or write comments in your own language, and the facilitators will translate. It helps if you understand English, even if you don't wish to speak.

## Registration

The event is free of charge.

To participate, please [introduce yourself in a comment to this opening post](https://edgeryders.eu/t/nacho-rodriguez-founder-coliving-canary-islands-nomadcity-conference/14066/) by the founder of several spaces in the Canary Islands. After your introduction, the organisers will send you a link to the online event room.

## See you on 21st July, at 4 PM CEST (Brussels) time?"
